date,category,flag,scope,message,driver_number,lap_number
2023-10-20,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 20,,
2023-10-20,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-10-20,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-10-20,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-10-20,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-10-20,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-10-20,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-10-20,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-10-20,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-10-20,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-10-20,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-10-20,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
